# datatype real
# transposed true
# num_rows 121
# num_cols 3
    0.000000000000000e+00   -8.100000000000000e+00    8.100000000000000e+00
    3.686584073646785e-01   -8.094449298850293e+00    8.094449298850293e+00
    7.373168147293570e-01   -8.077808614454430e+00    8.077808614454430e+00
    1.105975222094035e+00   -8.050112227714358e+00    8.050112227714358e+00
    1.474633629458714e+00   -8.011417353700072e+00    8.011417353700072e+00
    1.843292036823392e+00   -7.961804265870212e+00    7.961804265870212e+00
    2.211950444188071e+00   -7.901376477888697e+00    7.901376477888697e+00
    2.580608851552749e+00   -7.830260991344113e+00    7.830260991344113e+00
    2.949267258917428e+00   -7.748608620647546e+00    7.748608620647546e+00
    3.317925666282106e+00   -7.656594409846775e+00    7.656594409846775e+00
    3.686584073646785e+00   -7.554418160215894e+00    7.554418160215894e+00
    4.055242481011463e+00   -7.442305092463500e+00    7.442305092463500e+00
    4.423900888376141e+00   -7.320506673506177e+00    7.320506673506177e+00
    4.792559295740820e+00   -7.189301645300261e+00    7.189301645300261e+00
    5.161217703105498e+00   -7.048997302624335e+00    7.048997302624335e+00
    5.529876110470177e+00   -6.899931078479407e+00    6.899931078479407e+00
    5.898534517834856e+00   -6.742472510583446e+00    6.742472510583446e+00
    6.267192925199534e+00   -6.577025681114388e+00    6.577025681114388e+00
    6.635851332564212e+00   -6.404032245435146e+00    6.404032245435146e+00
    7.004509739928890e+00   -6.223975195277045e+00    6.223975195277045e+00
    7.373168147293569e+00   -6.037383539249431e+00    6.037383539249431e+00
    7.741826554658248e+00   -5.844838130228760e+00    5.844838130228760e+00
    8.110484962022927e+00   -5.646978926773754e+00    5.646978926773754e+00
    8.479143369387604e+00   -5.444514045345259e+00    5.444514045345259e+00
    8.847801776752283e+00   -5.238231041489725e+00    5.238231041489725e+00
    9.216460184116961e+00   -5.029010947714667e+00    5.029010947714667e+00
    9.585118591481640e+00   -4.817845683248355e+00    4.817845683248355e+00
    9.953776998846319e+00   -4.605859512933814e+00    4.605859512933814e+00
    1.032243540621100e+01   -4.394335221981987e+00    4.394335221981987e+00
    1.069109381357567e+01   -4.184745501304928e+00    4.184745501304928e+00
    1.105975222094035e+01   -3.978789547161331e+00    3.978789547161331e+00
    1.142841062830503e+01   -3.778433808220424e+00    3.778433808220424e+00
    1.179706903566971e+01   -3.585953770480947e+00    3.585953770480947e+00
    1.216572744303439e+01   -3.403970153722659e+00    3.403970153722659e+00
    1.253438585039906e+01   -3.235467470809618e+00    3.235467470809618e+00
    1.290304425776374e+01   -3.083775742814460e+00    3.083775742814460e+00
    1.327170266512842e+01   -2.952489116801842e+00    2.952489116801842e+00
    1.364036107249310e+01   -2.845293152067770e+00    2.845293152067770e+00
    1.400901947985778e+01   -2.765684000070468e+00    2.765684000070468e+00
    1.437767788722245e+01   -2.716595396510490e+00    2.716595396510490e+00
    1.474633629458713e+01   -2.700000000000000e+00    2.700000000000000e+00
    1.495918132531815e+01   -2.698149554868009e+00    2.698149554868009e+00
    1.517202635604916e+01   -2.692599487674699e+00    2.692599487674699e+00
    1.538487138678018e+01   -2.683353602158891e+00    2.683353602158891e+00
    1.559771641751120e+01   -2.670418234988676e+00    2.670418234988676e+00
    1.581056144824221e+01   -2.653802251418576e+00    2.653802251418576e+00
    1.602340647897323e+01   -2.633517039213744e+00    2.633517039213744e+00
    1.623625150970425e+01   -2.609576500845355e+00    2.609576500845355e+00
