# datatype real
# transposed true
# num_rows 121
# num_cols 3
    1.644909654043526e+01   -2.581997043962549e+00    2.581997043962549e+00
    1.666194157116628e+01   -2.550797570147453e+00    2.550797570147453e+00
    1.687478660189729e+01   -2.515999461960968e+00    2.515999461960968e+00
    1.708763163262831e+01   -2.477626568288243e+00    2.477626568288243e+00
    1.730047666335932e+01   -2.435705187993829e+00    2.435705187993829e+00
    1.751332169409034e+01   -2.390264051897763e+00    2.390264051897763e+00
    1.772616672482135e+01   -2.341334303084889e+00    2.341334303084889e+00
    1.793901175555237e+01   -2.288949475560949e+00    2.288949475560949e+00
    1.815185678628339e+01   -2.233145471270045e+00    2.233145471270045e+00
    1.836470181701440e+01   -2.173960535489247e+00    2.173960535489247e+00
    1.857754684774542e+01   -2.111435230617186e+00    2.111435230617186e+00
    1.879039187847643e+01   -2.045612408374613e+00    2.045612408374613e+00
    1.900323690920744e+01   -1.976537180435968e+00    1.976537180435968e+00
    1.921608193993846e+01   -1.904256887512098e+00    1.904256887512098e+00
    1.942892697066948e+01   -1.828821066905290e+00    1.828821066905290e+00
    1.964177200140049e+01   -1.750281418558884e+00    1.750281418558884e+00
    1.985461703213150e+01   -1.668691769624716e+00    1.668691769624716e+00
    2.006746206286252e+01   -1.584108037572670e+00    1.584108037572670e+00
    2.028030709359354e+01   -1.496588191867642e+00    1.496588191867642e+00
    2.049315212432455e+01   -1.406192214240166e+00    1.406192214240166e+00
    2.070599715505557e+01   -1.312982057577929e+00    1.312982057577929e+00
    2.091884218578658e+01   -1.217021603466353e+00    1.217021603466353e+00
    2.113168721651760e+01   -1.118376618407356e+00    1.118376618407356e+00
    2.134453224724862e+01   -1.017114708746272e+00    1.017114708746272e+00
    2.155737727797963e+01   -9.133052743378349e-01    9.133052743378349e-01
    2.177022230871065e+01   -8.070194609829925e-01    8.070194609829925e-01
    2.198306733944166e+01   -6.983301116691218e-01    6.983301116691218e-01
    2.219591237017268e+01   -5.873117166470918e-01    5.873117166470918e-01
    2.240875740090369e+01   -4.740403623793552e-01    4.740403623793552e-01
    2.262160243163471e+01   -3.585936793940975e-01    3.585936793940975e-01
    2.283444746236572e+01   -2.410507890811470e-01    2.410507890811470e-01
    2.304729249309674e+01   -1.214922494661246e-01    1.214922494661246e-01
    2.326013752382775e+01   -2.677303738110267e-17    2.677303738110267e-17
    2.368582758528979e+01   -2.484513014064475e-01    2.484513014064475e-01
    2.411151764675182e+01   -5.036221273906784e-01    5.036221273906784e-01
    2.453720770821385e+01   -7.648130724553790e-01    7.648130724553790e-01
    2.496289776967588e+01   -1.031308230375284e+00    1.031308230375284e+00
    2.538858783113791e+01   -1.302377156446388e+00    1.302377156446388e+00
    2.581427789259994e+01   -1.577276869584099e+00    1.577276869584099e+00
    2.623996795406197e+01   -1.855253888782755e+00    1.855253888782755e+00
    2.666565801552400e+01   -2.135546298354671e+00    2.135546298354671e+00
    2.709134807698604e+01   -2.417385836288104e+00    2.417385836288104e+00
    2.751703813844806e+01   -2.699999999999999e+00    2.699999999999999e+00
    2.794272819991010e+01   -2.982614163711897e+00    2.982614163711897e+00
    2.836841826137213e+01   -3.264453701645327e+00    3.264453701645327e+00
    2.879410832283416e+01   -3.544746111217247e+00    3.544746111217247e+00
    2.921979838429619e+01   -3.822723130415900e+00    3.822723130415900e+00
    2.964548844575823e+01   -4.097622843553611e+00    4.097622843553611e+00
    3.007117850722026e+01   -4.368691769624716e+00    4.368691769624716e+00
    3.049686856868229e+01   -4.635186927544621e+00    4.635186927544621e+00
    3.092255863014432e+01   -4.896377872609321e+00    4.896377872609321e+00
    3.134824869160635e+01   -5.151548698593552e+00    5.151548698593552e+00
    3.177393875306838e+01   -5.399999999999999e+00    5.399999999999999e+00
    3.219962881453041e+01   -5.641050789081145e+00    5.641050789081145e+00
    3.262531887599245e+01   -5.874040362379355e+00    5.874040362379355e+00
    3.305100893745448e+01   -6.098330111669121e+00    6.098330111669121e+00
    3.347669899891651e+01   -6.313305274337833e+00    6.313305274337833e+00
    3.390238906037854e+01   -6.518376618407355e+00    6.518376618407355e+00
    3.432807912184057e+01   -6.712982057577928e+00    6.712982057577928e+00
    3.475376918330261e+01   -6.896588191867642e+00    6.896588191867642e+00
    3.517945924476464e+01   -7.068691769624714e+00    7.068691769624714e+00
    3.560514930622666e+01   -7.228821066905288e+00    7.228821066905288e+00
    3.603083936768870e+01   -7.376537180435967e+00    7.376537180435967e+00
    3.645652942915073e+01   -7.511435230617185e+00    7.511435230617185e+00
    3.688221949061276e+01   -7.633145471270043e+00    7.633145471270043e+00
    3.730790955207479e+01   -7.741334303084888e+00    7.741334303084888e+00
    3.773359961353682e+01   -7.835705187993828e+00    7.835705187993828e+00
    3.815928967499885e+01   -7.915999461960967e+00    7.915999461960967e+00
    3.858497973646089e+01   -7.981997043962550e+00    7.981997043962550e+00
    3.901066979792292e+01   -8.033517039213743e+00    8.033517039213743e+00
    3.943635985938495e+01   -8.070418234988674e+00    8.070418234988674e+00
    3.986204992084698e+01   -8.092599487674699e+00    8.092599487674699e+00
    4.028773998230901e+01   -8.100000000000000e+00    8.100000000000000e+00
