# datatype real
# transposed false
# num_rows 2783
# num_cols 2
   -1.106085376236061e+02    1.037292845315612e-05
   -1.105585203548188e+02    2.418826949481087e-05
   -1.105085030860315e+02    3.827669781614392e-05
   -1.104584858172442e+02    4.567561618535792e-05
   -1.104084685484569e+02    4.952056018403708e-05
   -1.103584512796696e+02    5.828905664760575e-05
   -1.103084340108822e+02    7.038232091964708e-05
   -1.102584167420950e+02    7.833133646882628e-05
   -1.102083994733076e+02    8.158223537043266e-05
   -1.101583822045203e+02    8.226222979675268e-05
   -1.101083649357330e+02    8.082124497361244e-05
   -1.100583476669457e+02    8.561188235216264e-05
   -1.100083303981584e+02    9.912418223199816e-05
   -1.099583131293711e+02    1.118464342324294e-04
   -1.099082958605838e+02    1.173801922094395e-04
   -1.098582785917965e+02    1.188858855968969e-04
   -1.098082613230092e+02    1.160021917288383e-04
   -1.097582440542219e+02    1.194369250541928e-04
   -1.097082267854345e+02    1.268244398434232e-04
   -1.096582095166472e+02    1.232444670050597e-04
   -1.096081922478599e+02    1.197636439836585e-04
   -1.095581749790726e+02    1.351386023466312e-04
   -1.095081577102853e+02    1.532682647818670e-04
   -1.094581404414980e+02    1.629577614036811e-04
   -1.094081231727107e+02    1.695347259118758e-04
   -1.093581059039234e+02    1.666664591804346e-04
   -1.093080886351361e+02    1.578058265730783e-04
   -1.092580713663488e+02    1.568758856680312e-04
   -1.092080540975615e+02    1.712651705682896e-04
   -1.091580368287742e+02    1.776031094694614e-04
   -1.091080195599869e+02    1.667806443681351e-04
   -1.090580022911995e+02    1.633027113784055e-04
   -1.090079850224122e+02    1.788819796109315e-04
   -1.089579677536249e+02    2.077763189517942e-04
   -1.089079504848376e+02    2.305389615768111e-04
   -1.088579332160503e+02    2.114335613634021e-04
   -1.088079159472630e+02    1.970412140352917e-04
   -1.087578986784757e+02    2.252252366704318e-04
   -1.087078814096884e+02    2.366051801130079e-04
   -1.086578641409011e+02    2.260585844686696e-04
   -1.086078468721138e+02    2.276422259434813e-04
   -1.085578296033265e+02    2.244940665710186e-04
   -1.085078123345392e+02    2.191111227116881e-04
   -1.084577950657519e+02    2.244481585680676e-04
   -1.084077777969645e+02    2.218497209787680e-04
   -1.083577605281772e+02    2.344674914690310e-04
   -1.083077432593899e+02    2.756846042449725e-04
   -1.082577259906026e+02    3.087225498341080e-04
   -1.082077087218153e+02    3.097858603848833e-04
   -1.081576914530280e+02    2.937281700095332e-04
   -1.081076741842407e+02    2.805531283327619e-04
   -1.080576569154534e+02    2.768236487454613e-04
   -1.080076396466661e+02    2.849246465846643e-04
   -1.079576223778788e+02    3.026904000221286e-04
   -1.079076051090914e+02    3.363292855161856e-04
   -1.078575878403041e+02    3.327320343902460e-04
   -1.078075705715168e+02    3.039094789403916e-04
   -1.077575533027295e+02    3.009298909421242e-04
   -1.077075360339422e+02    2.905209289572647e-04
   -1.076575187651549e+02    2.887322468392620e-04
   -1.076075014963676e+02    3.220776019822737e-04
   -1.075574842275803e+02    3.882075682913668e-04
   -1.075074669587930e+02    4.351247625129887e-04
   -1.074574496900057e+02    4.480100100339198e-04
   -1.074074324212184e+02    4.423798017690799e-04
   -1.073574151524311e+02    4.199209992859446e-04
   -1.073073978836438e+02    4.033841413940922e-04
   -1.072573806148564e+02    3.769144753620046e-04
   -1.072073633460691e+02    3.716138670712209e-04
   -1.071573460772818e+02    4.129607711153310e-04
   -1.071073288084945e+02    4.497538463576548e-04
   -1.070573115397072e+02    4.620459524010260e-04
   -1.070072942709199e+02    4.467864171906333e-04
   -1.069572770021326e+02    4.367173128383175e-04
   -1.069072597333453e+02    4.574016220883809e-04
   -1.068572424645580e+02    5.018725076817156e-04
   -1.068072251957707e+02    5.586176694475995e-04
   -1.067572079269834e+02    6.405555607632321e-04
   -1.067071906581961e+02    6.770928264933076e-04
   -1.066571733894088e+02    6.229274321996409e-04
   -1.066071561206214e+02    5.752032578224616e-04
   -1.065571388518341e+02    6.303155108375729e-04
   -1.065071215830468e+02    7.080287853485767e-04
   -1.064571043142595e+02    7.081623685709083e-04
   -1.064070870454722e+02    7.386222331443697e-04
   -1.063570697766849e+02    8.854028031035998e-04
   -1.063070525078976e+02    1.099221203553657e-03
   -1.062570352391103e+02    1.301221239627901e-03
   -1.062070179703230e+02    1.470949484097176e-03
   -1.061570007015357e+02    1.595496087352173e-03
   -1.061069834327484e+02    1.645395837226530e-03
   -1.060569661639611e+02    1.675366106755538e-03
   -1.060069488951737e+02    1.745167114319920e-03
   -1.059569316263864e+02    1.865391079368705e-03
   -1.059069143575991e+02    1.982352268521067e-03
   -1.058568970888118e+02    2.028942468904554e-03
   -1.058068798200245e+02    2.004835005464211e-03
   -1.057568625512372e+02    2.023506942951360e-03
   -1.057068452824499e+02    2.099937961449888e-03
   -1.056568280136626e+02    2.185161620423344e-03
   -1.056068107448753e+02    2.257675853255750e-03
   -1.055567934760880e+02    2.302947392601547e-03
   -1.055067762073007e+02    2.293979724607073e-03
   -1.054567589385133e+02    2.328511790096366e-03
   -1.054067416697261e+02    2.408790905538756e-03
   -1.053567244009387e+02    2.442615179507510e-03
   -1.053067071321514e+02    2.357717336063410e-03
   -1.052566898633641e+02    2.228179278016456e-03
   -1.052066725945768e+02    2.203739847277560e-03
   -1.051566553257895e+02    2.282696538496593e-03
   -1.051066380570022e+02    2.403272463303473e-03
   -1.050566207882149e+02    2.512258924129619e-03
   -1.050066035194276e+02    2.428871059618169e-03
   -1.049565862506403e+02    2.312047010424231e-03
   -1.049065689818530e+02    2.342405565252594e-03
   -1.048565517130657e+02    2.329665346891282e-03
   -1.048065344442783e+02    2.311697728965055e-03
   -1.047565171754911e+02    2.421949745212783e-03
   -1.047064999067037e+02    2.600195426907967e-03
   -1.046564826379164e+02    2.674131953641973e-03
   -1.046064653691291e+02    2.622928009555225e-03
   -1.045564481003418e+02    2.457753423050830e-03
   -1.045064308315545e+02    2.281593586989533e-03
   -1.044564135627672e+02    2.271222199800246e-03
   -1.044063962939799e+02    2.502440052660956e-03
   -1.043563790251926e+02    2.809428294133940e-03
   -1.043063617564053e+02    2.839634901425612e-03
   -1.042563444876180e+02    2.623679176961665e-03
   -1.042063272188307e+02    2.445281496125670e-03
   -1.041563099500433e+02    2.382545279584424e-03
   -1.041062926812561e+02    2.349438300471983e-03
   -1.040562754124687e+02    2.363076011977011e-03
   -1.040062581436814e+02    2.457328934699120e-03
